,Artist,City,Date,Genre,Venue,origin
290,Hugo R, Zürich,2016-12-23,"Hip Hop, R'n'B",Vior Club,
291,DJ Jorge, Zürich,2016-12-23,"Ragga, Reggae, African Music, Dancehall",Toro Bar,
292,Möchtegang, Winterthur,2016-12-23,"Hip Hop, R'n'B",Salzhaus,
293,New York Ska-Jazz Ensemble, Schaffhausen,2016-12-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Kammgarn,
294,Müslüm, Rubigen,2016-12-23,Pop,Mühle Hunziken,
295,DJ Costa, Zürich,2016-12-23,"Hip Hop, R'n'B",Akt Niederdorf,
296,The Fags, Zug,2016-12-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Galvanik,
297,Scratch, Zug,2016-12-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Galvanik,
298,Seemannsgarn, Zug,2016-12-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Galvanik,
299,DJ X-Lingen-City-Rocker, Zug,2016-12-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Galvanik,
300,Deep Down, Thun,2016-12-23,Pop,Brügglibar,
301,DJ Kes Roc, Luzern,2016-12-23,"Hip Hop, R'n'B",Bar 59,
302,Happy Sound, Zürich,2016-12-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Bierhalle Wolf,
303,Kapelle Sorelle, Basel,2016-12-23,Pop,Parterre One,
304,DJ Seniorr, Bern,2016-12-22,"Hip Hop, R'n'B",Propeller-Bar,
305,DJs Jesaya & Joe Bless, Zürich,2016-12-22,"Hip Hop, R'n'B",Lexy Club,
306,Tuesday Sheep, Zürich,2016-12-22,"Rock, Indie, Punk, Heavy Metal, Gothic",La Catrina,
307,The Sad Pumpkins, Frauenfeld,2016-12-22,"Jazz, Blues, Soul",Eisenwerk,
308,Niculin Janett, Frauenfeld,2016-12-22,"Jazz, Blues, Soul",Eisenwerk,
309,Noam Szyfer, Frauenfeld,2016-12-22,"Jazz, Blues, Soul",Eisenwerk,
310,Lukas Traxel, Frauenfeld,2016-12-22,"Jazz, Blues, Soul",Eisenwerk,
311,Maxime Paratte, Frauenfeld,2016-12-22,"Jazz, Blues, Soul",Eisenwerk,
312,Uzu, Winterthur,2016-12-22,"Jazz, Blues, Soul",Esse Musicbar,
313,Ursula Bachmann, Winterthur,2016-12-22,"Jazz, Blues, Soul",Esse Musicbar,
314,Raphael Kalt, Winterthur,2016-12-22,"Jazz, Blues, Soul",Esse Musicbar,
315,Philipp Saner, Winterthur,2016-12-22,"Jazz, Blues, Soul",Esse Musicbar,
316,Mischa Frey, Winterthur,2016-12-22,"Jazz, Blues, Soul",Esse Musicbar,
317,Marcio de Sousa, Winterthur,2016-12-22,"Jazz, Blues, Soul",Esse Musicbar,
318,Tanja Zimmermann, Winterthur,2016-12-22,"Jazz, Blues, Soul",Esse Musicbar,
319,Tourabschluss 2016, Murten,2016-12-22,Pop,Hotel Murten,
320,Easy Listening Music Quartett, Zürich,2016-12-22,"Jazz, Blues, Soul",Hotel Eden au Lac,
321,Rebecca Spiteri, Zürich,2016-12-22,"Jazz, Blues, Soul",Hotel Eden au Lac,
322,Jürg Ramspeck, Zürich,2016-12-22,"Jazz, Blues, Soul",Hotel Eden au Lac,
323,Joel Reiff, Zürich,2016-12-22,"Jazz, Blues, Soul",Hotel Eden au Lac,
324,Rolf Lyssy, Zürich,2016-12-22,"Jazz, Blues, Soul",Hotel Eden au Lac,
325,Berührende Eigenkompositionen - melancholische und ironische Songs über Liebe, Opfikon,2016-12-22,Pop,Le Stecha,
326,Hoffnung und die kleinen Enttäuschungen im Leben., Opfikon,2016-12-22,Pop,Le Stecha,
327,Swiss Jazz Orchestra, Bern,2016-12-21,"Jazz, Blues, Soul",Bierhübeli,Switzerland
328,Rainer Tempel, Bern,2016-12-21,"Jazz, Blues, Soul",Bierhübeli,
329,Ueli Schmezer's Matter Live, Bern,2016-12-21,Pop,La Cappella,
330,Christoph Stiefel, Zürich,2016-12-21,"Jazz, Blues, Soul",Labor,
331,Christoph Stiefel, Zürich,2016-12-21,"Jazz, Blues, Soul",Labor,
332,Ganesh Geymeier, Zürich,2016-12-21,"Jazz, Blues, Soul",Labor,
333,Raphael Walser, Zürich,2016-12-21,"Jazz, Blues, Soul",Labor,
334,Domi Chansorn, Zürich,2016-12-21,"Jazz, Blues, Soul",Labor,
335,Real Talent, Zürich,2016-12-21,Pop,Plaza Zürich,
336,Effies Beast, Zürich,2016-12-21,"Rock, Indie, Punk, Heavy Metal, Gothic",Amboss Rampe,
337,K.O.S.Crew, Zürich,2016-12-21,"Hip Hop, R'n'B",Exil,
338,DJs Acee, Zürich,2016-12-21,"Hip Hop, R'n'B",Jade Club,
339,A-Damn, Zürich,2016-12-21,"Hip Hop, R'n'B",Jade Club,
340,Joke Lanz, Zürich,2016-12-20,Electronic,Moods,
341,Vincent Glanzmann, Zürich,2016-12-20,Electronic,Moods,
342,Joke Lanz, Zürich,2016-12-20,Electronic,Moods,
343,Gerry Hemingway, Zürich,2016-12-20,Electronic,Moods,
344,Vincent Glanzmann, Zürich,2016-12-20,Electronic,Moods,
345,Malcolm Braff, Basel,2016-12-20,"Jazz, Blues, Soul",Jazzcampus Club,
346,Laboratorium - Konzertreihe für frei improvisierte Musik, Basel,2016-12-20,"Jazz, Blues, Soul",Jazzcampus Club,
347,Collin Vallon Trio, Thun,2016-12-20,"Jazz, Blues, Soul",Mokka,
348,Collin Vallon, Thun,2016-12-20,"Jazz, Blues, Soul",Mokka,
349,Patrice Moret, Thun,2016-12-20,"Jazz, Blues, Soul",Mokka,
350,Julian Sartorius, Thun,2016-12-20,"Jazz, Blues, Soul",Mokka,
351,With Yanti and Kizomba Touch, Zürich,2016-12-20,"Ragga, Reggae, African Music, Dancehall",Escherwyss,
352,Sous les étoiles, Bern,2016-12-19,"Jazz, Blues, Soul",Bar Wohnzimmer Les Amis,
353,Dartin Dahanukar, Bern,2016-12-19,"Jazz, Blues, Soul",Bar Wohnzimmer Les Amis,
354,Dimitri, Bern,2016-12-19,"Jazz, Blues, Soul",Bar Wohnzimmer Les Amis,
355,Howald, Bern,2016-12-19,"Jazz, Blues, Soul",Bar Wohnzimmer Les Amis,
356,Philipp Moll, Bern,2016-12-19,"Jazz, Blues, Soul",Bar Wohnzimmer Les Amis,
357,Yuval Dayan, Zürich,2016-12-18,Pop,Alte Kaserne,
358,DJ Theo, Luzern,2016-12-18,"Hip Hop, R'n'B",Roadhouse,
359,Iiro Rantala's Musicbox, Zürich,2016-12-18,"Jazz, Blues, Soul",Moods,
360,Iiro Rantala, Zürich,2016-12-18,"Jazz, Blues, Soul",Moods,
361,Wunschkonzert, Zürich,2016-12-18,"Jazz, Blues, Soul",Moods,
362,The Dixie Corporation & The Mariettes, Bülach,2016-12-18,"Jazz, Blues, Soul",JazzInn,
363,Markus Hächler, Bülach,2016-12-18,"Jazz, Blues, Soul",JazzInn,
364,Paul Tantanini, Bülach,2016-12-18,"Jazz, Blues, Soul",JazzInn,
365,John Service, Bülach,2016-12-18,"Jazz, Blues, Soul",JazzInn,
366,Thomas Grüninger, Bülach,2016-12-18,"Jazz, Blues, Soul",JazzInn,
367,Jimmy Wettach, Bülach,2016-12-18,"Jazz, Blues, Soul",JazzInn,
368,Hans Brunner, Bülach,2016-12-18,"Jazz, Blues, Soul",JazzInn,
369,Christian Schenker & Grüüveli Tüüfeli, Olten,2016-12-18,Pop,Schützi Olten,
370,Männerchor Concordia Wil,,2016-12-18,Pop,Kirche St. Nikolaus,
371,Werner und Company, Zürich,2016-12-18,Pop,Bierhalle Wolf,
372,DJs Ruben, Luzern,2016-12-18,"Ragga, Reggae, African Music, Dancehall",El Cartel,
373,Tiago, Luzern,2016-12-18,"Ragga, Reggae, African Music, Dancehall",El Cartel,
374,Mc Less, Luzern,2016-12-18,"Ragga, Reggae, African Music, Dancehall",El Cartel,
375,Claasilisque Sound, Basel,2016-12-18,"Hip Hop, R'n'B",Heimat,
376,Live Drag Show by Milky Diamond, Basel,2016-12-18,"Hip Hop, R'n'B",Heimat,
377,Rap History Team,,2016-12-18,"Hip Hop, R'n'B",Coupole (Gaskessel),
378,DJs Gil Glaze, Zürich,2016-12-18,"Hip Hop, R'n'B",Escherwyss,
379,Urban Hands, Zürich,2016-12-18,"Hip Hop, R'n'B",Escherwyss,
380,Jontsch & Friends feat. Phil Dankner & Band, Zürich,2016-12-17,Pop,Plaza Zürich,
381,Adrian Stern, Zürich,2016-12-17,Pop,Plaza Zürich,
382,Lions Head, Zürich,2016-12-17,Pop,Plaza Zürich,United States
383,Pegasus, Zürich,2016-12-17,Pop,Plaza Zürich,
384,DJ Irresponsible, Zürich,2016-12-17,"Hip Hop, R'n'B",PurPur,
385,David Rodigan, Zürich,2016-12-17,"Hip Hop, R'n'B",Rote Fabrik,
386,Anthony B, Zürich,2016-12-17,"Hip Hop, R'n'B",Rote Fabrik,
387,Boss Hi-Fi, Zürich,2016-12-17,"Hip Hop, R'n'B",Rote Fabrik,
388,DJs Selecta Iray, Zürich,2016-12-17,"Ragga, Reggae, African Music, Dancehall",La Catrina,
389,Nat-Shizaru, Zürich,2016-12-17,"Ragga, Reggae, African Music, Dancehall",La Catrina,
390,Open Season & Jahcoustix, Wil,2016-12-17,"Hip Hop, R'n'B",Gare de Lion,
391,Kummerbuben, Frauenfeld,2016-12-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Eisenwerk,
392,Albie Donnelly, Rubigen,2016-12-17,"Hip Hop, R'n'B",Mühle Hunziken,
393,Thorsten Heitzmann, Rubigen,2016-12-17,"Hip Hop, R'n'B",Mühle Hunziken,
394,Ab 18 Jahren, Bad Ragaz,2016-12-17,Pop,Casino Bad Ragaz,
395,Manillio, Baden,2016-12-17,"Hip Hop, R'n'B",Royal,
396,J Who, Baden,2016-12-17,"Hip Hop, R'n'B",Royal,
397,Donadio Family Ensemble, Baden,2016-12-17,Pop,Prima Vista,
398,Dalia Donadio, Baden,2016-12-17,Pop,Prima Vista,
399,Madlen Donadio, Baden,2016-12-17,Pop,Prima Vista,
400,Moreno Donadio, Baden,2016-12-17,Pop,Prima Vista,
401,Toni Donadio, Baden,2016-12-17,Pop,Prima Vista,
402,Aliéksey Vianna Trio convida Bodo Maier, Basel,2016-12-17,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
403,Bodo Maier, Basel,2016-12-17,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
404,Aliéksey Vianna, Basel,2016-12-17,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
405,Stephan Kurmann, Basel,2016-12-17,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
406,Mauro Martins, Basel,2016-12-17,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
407,Hommage an Billie Holiday, Zürich,2016-12-17,"Jazz, Blues, Soul",Mehrspur,
408,Tüli, Winterthur,2016-12-17,"Hip Hop, R'n'B",Albani Music Club,
409,The Swing Thing, Zürich,2016-12-17,"Jazz, Blues, Soul",Rost und Gold,
410,Dela Hüttner, Zürich,2016-12-17,"Jazz, Blues, Soul",Rost und Gold,
411,Adrian Mira, Zürich,2016-12-17,"Jazz, Blues, Soul",Rost und Gold,
412,Philipp Eden, Zürich,2016-12-17,"Jazz, Blues, Soul",Rost und Gold,
413,Samir Böhringer, Zürich,2016-12-17,"Jazz, Blues, Soul",Rost und Gold,
414,The Escalator Haters, Zürich,2016-12-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Mars Bar,
415,Vizediktator, Zürich,2016-12-17,"Rock, Indie, Punk, Heavy Metal, Gothic",El Lokal,
416,Wilde, Basel,2016-12-17,Pop,Parterre One,
417,Peter Maffay feat. Gölä, Zürich,2016-12-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Hallenstadion,
418,Swiss Yerba Buena Jazz Band, Risch,2016-12-17,"Jazz, Blues, Soul",Waldheim,Switzerland
419,The Atlas Frame, Zürich,2016-12-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Planet5 Events,
420,Sickret, Zürich,2016-12-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Planet5 Events,
421,Expellow, Zürich,2016-12-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Planet5 Events,
422,Taste My Sweet Revenge, Zürich,2016-12-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Planet5 Events,
423,Live: Pyrit, Zürich,2016-12-17,"Hip Hop, R'n'B",Helsinki,
424,DJs Jamie Rodigan, Basel,2016-12-17,"Hip Hop, R'n'B",Kaschemme,United Kingdom
425,Lukie Wyniger, Basel,2016-12-17,"Hip Hop, R'n'B",Kaschemme,
426,DJs Audio Dope, Basel,2016-12-17,"Hip Hop, R'n'B",Kaserne,
427,Feola & Ka tschi, Basel,2016-12-17,"Hip Hop, R'n'B",Kaserne,
428,Johny Holiday, Basel,2016-12-17,"Hip Hop, R'n'B",Kaserne,
429,CNG, Basel,2016-12-17,"Hip Hop, R'n'B",Kaserne,
430,Ba Du, Basel,2016-12-17,"Hip Hop, R'n'B",Kaserne,
431,K Evans,,2016-12-17,"Hip Hop, R'n'B",Notlösung,
432,Lorenzo,,2016-12-17,"Hip Hop, R'n'B",Notlösung,
433,DJs Alex Terry, Zürich,2016-12-17,"Hip Hop, R'n'B",Club Flamingo,
434,Algeriii, Zürich,2016-12-17,"Hip Hop, R'n'B",Club Flamingo,
435,Ceem, Zürich,2016-12-17,"Hip Hop, R'n'B",Club Flamingo,
436,YouDubs, Zürich,2016-12-17,"Hip Hop, R'n'B",Club Flamingo,
437,DJs Big Boys, Zürich,2016-12-17,"Hip Hop, R'n'B",Q Zurich,
438,Zyzz, Zürich,2016-12-17,"Hip Hop, R'n'B",Q Zurich,
439,Flores, Zürich,2016-12-17,"Hip Hop, R'n'B",Q Zurich,
440,Soyez, Zürich,2016-12-17,"Hip Hop, R'n'B",Q Zurich,
441,DJs Nika, Zürich,2016-12-17,"Hip Hop, R'n'B",Jade Club,
442,Ruben, Zürich,2016-12-17,"Hip Hop, R'n'B",Jade Club,
443,Rockaway DJs, Solothurn,2016-12-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturfabrik Kofmehl,
444,Burning Cloud Sound, Bern,2016-12-16,"Hip Hop, R'n'B",All in - Musicbar,
445,Wucan, Oberentfelden,2016-12-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Böröm pöm pöm,
446,Hot Running Blood, Oberentfelden,2016-12-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Böröm pöm pöm,
447,Djamanawak, Baden,2016-12-16,"Jazz, Blues, Soul",Royal,
448,Los Dos, Bern,2016-12-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Café Kairo,
449,Delacave, Lausanne,2016-12-16,Electronic,Le Bourg,
450,Venrte de Biche, Lausanne,2016-12-16,Electronic,Le Bourg,
451,Zad Kokar, Lausanne,2016-12-16,Electronic,Le Bourg,
452,After-Show: DJ Triple Alliance, Lausanne,2016-12-16,Electronic,Le Bourg,
453,Tobi Gmür, Luzern,2016-12-16,Pop,Kleintheater Luzern,
454,Inhumate, Winterthur,2016-12-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Gaswerk,
455,Cremation, Winterthur,2016-12-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Gaswerk,
456,Gangrenomity, Winterthur,2016-12-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Gaswerk,
457,King Pepe & Le Rex, Basel,2016-12-16,Pop,Vorstadttheater Basel,
458,Raphael Walsers Gangart, Liebefeld,2016-12-16,"Jazz, Blues, Soul",BeJazz Club (Vidmarhallen),
459,Tobias Meier, Liebefeld,2016-12-16,"Jazz, Blues, Soul",BeJazz Club (Vidmarhallen),
460,Niculin Janett, Liebefeld,2016-12-16,"Jazz, Blues, Soul",BeJazz Club (Vidmarhallen),
461,Marc Méan, Liebefeld,2016-12-16,"Jazz, Blues, Soul",BeJazz Club (Vidmarhallen),
462,Raphael Walser, Liebefeld,2016-12-16,"Jazz, Blues, Soul",BeJazz Club (Vidmarhallen),
463,Jonas Ruther, Liebefeld,2016-12-16,"Jazz, Blues, Soul",BeJazz Club (Vidmarhallen),
464,Jaël, Zürich,2016-12-16,Pop,Moods,
465,Jaël, Zürich,2016-12-16,Pop,Moods,
466,Cédric Monnier, Zürich,2016-12-16,Pop,Moods,
467,Domi Schreiber, Zürich,2016-12-16,Pop,Moods,
468,Maryam Hammad, Zürich,2016-12-16,Pop,Moods,
469,Aurèle Louis, Zürich,2016-12-16,Pop,Moods,
470,Akustiktour, Zürich,2016-12-16,Pop,Moods,
471,Heidi Happy, Horw,2016-12-16,Pop,Zwischenbühne,
472,Heidi Happy, Horw,2016-12-16,Pop,Zwischenbühne,
473,Ephrem Lüchinger, Horw,2016-12-16,Pop,Zwischenbühne,
474,Christmas Tour, Horw,2016-12-16,Pop,Zwischenbühne,
475,Divine, Luzern,2016-12-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Musikzentrum Sedel,
476,Kissin Black, Luzern,2016-12-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Musikzentrum Sedel,
477,Bubaran,,2016-12-16,"Jazz, Blues, Soul",Alte Fabrik,
478,Andreas Tschopp,,2016-12-16,"Jazz, Blues, Soul",Alte Fabrik,
479,Mats Spillmann,,2016-12-16,"Jazz, Blues, Soul",Alte Fabrik,
480,Bernhard Bamert,,2016-12-16,"Jazz, Blues, Soul",Alte Fabrik,
481,Ronny Graupe,,2016-12-16,"Jazz, Blues, Soul",Alte Fabrik,
482,Lionel Friedli,,2016-12-16,"Jazz, Blues, Soul",Alte Fabrik,
483,Frauenarzt, Zürich,2016-12-16,"Hip Hop, R'n'B",Exil,
484,Trauffer, Rubigen,2016-12-15,Pop,Mühle Hunziken,
485,DJ Mingo, Luzern,2016-12-15,"Ragga, Reggae, African Music, Dancehall",Schüür,
486,Tribu Project, Zürich,2016-12-15,Pop,Bar Rossi,
487,DJs A-Train, Luzern,2016-12-15,"Hip Hop, R'n'B",Roadhouse,
488,Gro, Luzern,2016-12-15,"Hip Hop, R'n'B",Roadhouse,
489,Jonty Harrison, Basel,2016-12-15,Electronic,Gare du Nord,
490,Japan Suicide, Basel,2016-12-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Restaurant Hirscheneck,Japan
491,Cocaine Piss, Basel,2016-12-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Restaurant Hirscheneck,
492,Kataxnia, Basel,2016-12-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Restaurant Hirscheneck,
493,Devis World Of Sound, Winterthur,2016-12-15,Pop,Esse Musicbar,
494,Etienne Merula & Etienne, Bern,2016-12-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Ono - Das Kulturlokal,
495,DJ CNG & Stimulus, Zürich,2016-12-15,"Hip Hop, R'n'B",Longstreet Bar,
496,The Peppermint Tea Group, Zürich,2016-12-15,Pop,Europaallee,
497,Marco Mengoni, Zürich,2016-12-14,Pop,Volkshaus,
498,Djamanawak, Bern,2016-12-14,"Jazz, Blues, Soul",Ono - Das Kulturlokal,
499,Crystal Castles, Zürich,2016-12-14,Electronic,Plaza Zürich,Canada
500,Guidance, Zürich,2016-12-14,Electronic,Plaza Zürich,United States
501,The Jackson Singers, Thun,2016-12-14,Pop,KKThun,
502,Iced Earth, Pratteln,2016-12-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Z7,United States
503,Ensiferum, Pratteln,2016-12-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Z7,Finland
504,Kataklysm, Pratteln,2016-12-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Z7,
505,Unearth, Pratteln,2016-12-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Z7,Sweden
506,Christina Jaccard, Zürich,2016-12-14,Pop,Zentralbibliothek (Predigerchor),
507,Daniel Pezzotti, Zürich,2016-12-14,Pop,Zentralbibliothek (Predigerchor),
508,Andrea Wiesli, Zürich,2016-12-14,Pop,Zentralbibliothek (Predigerchor),
509,Karacan Kombo, Zürich,2016-12-13,"Jazz, Blues, Soul",GZ Buchegg,
510,Awesome Arnold, Winterthur,2016-12-13,Pop,Esse Musicbar,
511,Jaël, Basel,2016-12-13,Pop,Rosentalanlage,
512,Two and Yuna, Zürich,2016-12-12,Pop,Mehrspur,
513,Chantal Krebs, Zürich,2016-12-12,Pop,Mehrspur,
514,Luzian Graber, Zürich,2016-12-12,Pop,Mehrspur,
515,XTR Human, Luzern,2016-12-11,Electronic,Musikzentrum Sedel,
516,Wavering Hands, Luzern,2016-12-11,Electronic,Musikzentrum Sedel,
517,DJ Pumuckel, Luzern,2016-12-11,Electronic,Musikzentrum Sedel,
518,Jaël Akustiktrio feat. Vokalensemble Suppléments Musicaux, Bern,2016-12-11,Pop,La Cappella,
519,Jaël, Bern,2016-12-11,Pop,La Cappella,
520,Cédric Monnier, Bern,2016-12-11,Pop,La Cappella,
521,Domi Schreiber, Bern,2016-12-11,Pop,La Cappella,
522,Rob Lynch, Bern,2016-12-11,Pop,Reitschule,United Kingdom
523,Full Steam Jazzband, Mühlethurnen,2016-12-11,"Jazz, Blues, Soul",Alti Moschti,
524,Guy Krneta & Hausquartet, Wädenswil,2016-12-11,"Jazz, Blues, Soul",Theater Ticino,
525,Isa Wiss, Wädenswil,2016-12-11,"Jazz, Blues, Soul",Theater Ticino,
526,Christoph Baumann, Wädenswil,2016-12-11,"Jazz, Blues, Soul",Theater Ticino,
527,Hämi Hämmerli, Wädenswil,2016-12-11,"Jazz, Blues, Soul",Theater Ticino,
528,Tony Renold, Wädenswil,2016-12-11,"Jazz, Blues, Soul",Theater Ticino,
529,Literaturkonzert, Wädenswil,2016-12-11,"Jazz, Blues, Soul",Theater Ticino,
530,DJ Hasu, Winterthur,2016-12-11,"Rock, Indie, Punk, Heavy Metal, Gothic",Albani Music Club,
531,DJ Kenjiro & Grimm, Bern,2016-12-11,"Hip Hop, R'n'B",Du Théâtre,
532,DJs K-Rim, Zürich,2016-12-11,"Hip Hop, R'n'B",Mascotte,
533,Tenzking, Zürich,2016-12-11,"Hip Hop, R'n'B",Mascotte,
534,Mwp, Zürich,2016-12-11,"Hip Hop, R'n'B",Mascotte,
535,Ali Baba Sound feat. Junior Indian & Realert, Zürich,2016-12-11,"Hip Hop, R'n'B",Moods,India
536,DJs Pfund, Zürich,2016-12-11,"Hip Hop, R'n'B",Kanzlei,
537,Sweap, Zürich,2016-12-11,"Hip Hop, R'n'B",Kanzlei,
538,Gro, Zürich,2016-12-11,"Hip Hop, R'n'B",Kanzlei,
539,Certified, Zürich,2016-12-11,"Hip Hop, R'n'B",Kanzlei,
540,DJs Lee van Dowski, Baden,2016-12-11,"Hip Hop, R'n'B",Kiste,
541,Pasci, Baden,2016-12-11,"Hip Hop, R'n'B",Kiste,
542,Igor, Baden,2016-12-11,"Hip Hop, R'n'B",Kiste,
543,Captain Teis, Baden,2016-12-11,"Hip Hop, R'n'B",Kiste,
544,DJ Mykel Rozenberg, Aarau,2016-12-11,"Hip Hop, R'n'B",Boiler Club,
545,DJ Lucky G., Lausanne,2016-12-11,"Rock, Indie, Punk, Heavy Metal, Gothic",Bleu Lezard,
546,DJs Tomstone, Basel,2016-12-10,"Hip Hop, R'n'B",Bar Rouge,
547,Skilly, Basel,2016-12-10,"Hip Hop, R'n'B",Bar Rouge,
548,Philly, Basel,2016-12-10,"Hip Hop, R'n'B",Bar Rouge,
549,DJs Cochano, Zürich,2016-12-10,"Hip Hop, R'n'B",Vior Club,
550,Benny B, Zürich,2016-12-10,"Hip Hop, R'n'B",Vior Club,
551,Boombaztic, Zürich,2016-12-10,"Hip Hop, R'n'B",Vior Club,
552,Don Juan, Zürich,2016-12-10,"Hip Hop, R'n'B",Vior Club,
553,Larissa Bretscher, Zürich,2016-12-10,Pop,Mehrspur,
554,Nicolas Stocker, Zürich,2016-12-10,Pop,Mehrspur,
555,Christian Wyss, Zürich,2016-12-10,Pop,Mehrspur,
556,Jeremias Keller, Zürich,2016-12-10,Pop,Mehrspur,
557,DJs Two-M, Wiedlisbach,2016-12-10,"Hip Hop, R'n'B",Soho,
558,U.R.S, Wiedlisbach,2016-12-10,"Hip Hop, R'n'B",Soho,
559,Sebastian, Wiedlisbach,2016-12-10,"Hip Hop, R'n'B",Soho,
560,Effie's Beast, Baden,2016-12-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Werkk,
561,Das Pferd, Baden,2016-12-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Werkk,
562,Matija, Baden,2016-12-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Werkk,
563,DJs Melt, Zürich,2016-12-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Provitreff,
564,Raimondo P., Zürich,2016-12-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Provitreff,
565,Tomi, Zürich,2016-12-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Provitreff,
566,The Game,,2016-12-10,"Hip Hop, R'n'B",Fri-Son,United States
567,Drïzella, Burgdorf,2016-12-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Restaurant Gyri,
568,Dieter Gröflin, Brislach,2016-12-10,"Jazz, Blues, Soul",Steakhouse Rössli,
569,Peter Wicki , Brislach,2016-12-10,"Jazz, Blues, Soul",Steakhouse Rössli,
570,Sebastian Saraceno, Brislach,2016-12-10,"Jazz, Blues, Soul",Steakhouse Rössli,
571,Toni Saraceno, Brislach,2016-12-10,"Jazz, Blues, Soul",Steakhouse Rössli,
572,Dritte Wahl, Bern,2016-12-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Reitschule Dachstock,
573,Normahl, Bern,2016-12-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Reitschule Dachstock,
574,Feinwaschmittel, Bern,2016-12-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Reitschule Dachstock,
575,B&W Chocolate Howlers, Effretikon,2016-12-10,"Jazz, Blues, Soul",B & B Bar,
576,DJs Urban Hands, Zürich,2016-12-10,"Hip Hop, R'n'B",Exil,
577,Big Boys, Zürich,2016-12-10,"Hip Hop, R'n'B",Exil,
578,Livin, Zürich,2016-12-10,"Hip Hop, R'n'B",Exil,
579,DJs Alex Dallas, Zürich,2016-12-10,"Hip Hop, R'n'B",Gonzo,
580,John Doe, Zürich,2016-12-10,"Hip Hop, R'n'B",Gonzo,
581,DJ Laslow, Zug,2016-12-10,"Hip Hop, R'n'B",Fabric,
582,Hosted by DJ LXL, Zürich,2016-12-09,"Hip Hop, R'n'B",La Catrina,
583,DJ Manuel, Zürich,2016-12-09,"Ragga, Reggae, African Music, Dancehall",Toro Bar,
584,DJ ZsuZsu, Bern,2016-12-09,Pop,Bierhübeli,
585,Rae Spoon, Bern,2016-12-09,Pop,Reitschule,
586,DJ Scarlett, Bern,2016-12-09,Pop,Reitschule,
587,DJ Jazzylized, Basel,2016-12-09,"Hip Hop, R'n'B",Sommercasino,
588,Worst Family, Basel,2016-12-09,"Hip Hop, R'n'B",Sommercasino,
589,Faber, Olten,2016-12-09,Pop,Galicia Musik Bar,
590,Am Kap & Donnie Darksome, Bern,2016-12-09,Pop,Dampfzentrale,
591,Heiko, Bern,2016-12-09,Pop,Dampfzentrale,
592,Mavo, Zürich,2016-12-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturkeller Höngg,
593,SummerMay, Zürich,2016-12-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturkeller Höngg,
594,Manolo Panic, Zürich,2016-12-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturkeller Höngg,
595,Live: Winston Francis, Schaffhausen,2016-12-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Tap Tab Musikraum,Jamaica
