Artist,Date,Genre,Venue,City
"Berliner Camerata, Gilad Karni (Va), Philippe Schartz (Trp), Theodisa Ntokou (Kl), Irina Pak (V), Olga Pak (V), Werke von Tschaikowski, Mozart, Telemann",2016-12-19,Classic,Tonhalle, Zürich
"Sous les étoiles, Dartin Dahanukar (tb), Dimitri, Howald (g), Philipp Moll (b)",2016-12-19,"Jazz, Blues, Soul",Bar Wohnzimmer Les Amis, Bern
Yuval Dayan,2016-12-18,Pop,Alte Kaserne, Zürich
"DJ Theo, mit Sportübertragung und Spielen",2016-12-18,"Hip Hop, R'n'B",Roadhouse, Luzern
"Iiro Rantala's Musicbox, Iiro Rantala (p), Wunschkonzert",2016-12-18,"Jazz, Blues, Soul",Moods, Zürich
"Philharmonia Zürich, Okka von der Damerau (A), Leitung: Fabio Luisi, Werke von Schubert, Frank Martin, Einführung um 18.15 Uhr",2016-12-18,Classic,Opernhaus, Zürich
"The Dixie Corporation & The Mariettes, Markus Hächler (tp, voc), Paul Tantanini (cl, as), John Service (tb, voc), Thomas Grüninger (p), Jimmy Wettach (b), Hans Brunner (dr)",2016-12-18,"Jazz, Blues, Soul",JazzInn, Bülach
"Tösstaler Kammerchor, Instrumentalensemble ad hoc, Leitung: Kantor Andreas Zwingli, Werke von Saint-Saens, Fauré, Franck",2016-12-18,Classic,Ref. Kirche, Richterswil
"PreCollege Orchestra Zürich, Lénard Heugen (Trp), Leitung: Philip A. Draganov, Werke von Mendelssohn, Hummel, Beethoven",2016-12-18,Classic,Zürcher Hochschule der Künste (ZHdK), Zürich
"Yofin Barockensemble, Stefano Barneschi, Matthias Müller (Vn), Christoph Dangel (Vc), Rosario Conte (Thb), Konstantin Timokhine (Hn), Daniela Timokhine (Org), Leitung: Giovanni Antonini, Werke von Vivaldi, Corelli, Gallo, Telemann",2016-12-18,Classic,Reformierte Kirche Zürich Altstetten, Zürich
"Leitung: Albert Roman, Werke von G. A. Piani, H. Purcell, J. S. Bach, G. Ph. Telemann, M. Ravel, J. Huré, H. Villa-Lobos, S. Rachmaninow und G. E. Goltermann, Schüler der Musikschulen von Basel/Baselland spielen Werke von Bach, Huré, Piani, Purcell, Telemann, Ravel, Villa-Lobos, Rachmaninow. Eintritt frei-Kollekte",2016-12-18,Classic,Dom zu Arlesheim, Arlesheim
"I baroccoli, Kateryna Timokhina-Haupt (V), Stefanie Schlagenhauf (Fl), Pascal Suter (Fl), Helga Váradi (Cemb), Werke von Brescianello, Albinoni, Telemann u. a.",2016-12-18,Classic,Kreuzkirche, Zürich
Christian Schenker & Grüüveli Tüüfeli,2016-12-18,Pop,Schützi Olten, Olten
Männerchor Concordia Wil,2016-12-18,Pop,Kirche St. Nikolaus,
Werner und Company (A),2016-12-18,Pop,Bierhalle Wolf, Zürich
"DJs Ruben, Tiago, Mc Less, ab 18 Jahren",2016-12-18,"Ragga, Reggae, African Music, Dancehall",El Cartel, Luzern
"Claasilisque Sound, Live Drag Show by Milky Diamond",2016-12-18,"Hip Hop, R'n'B",Heimat, Basel
Rap History Team,2016-12-18,"Hip Hop, R'n'B",Coupole (Gaskessel),
"DJs Gil Glaze, Urban Hands",2016-12-18,"Hip Hop, R'n'B",Escherwyss, Zürich
"Jontsch & Friends feat. Phil Dankner & Band, Adrian Stern, Lions Head (USA), Pegasus",2016-12-17,Pop,Plaza Zürich, Zürich
DJ Irresponsible,2016-12-17,"Hip Hop, R'n'B",PurPur, Zürich
"David Rodigan, Anthony B, Boss Hi-Fi",2016-12-17,"Hip Hop, R'n'B",Rote Fabrik, Zürich
"DJs Selecta Iray, Nat-Shizaru",2016-12-17,"Ragga, Reggae, African Music, Dancehall",La Catrina, Zürich
Open Season & Jahcoustix (D),2016-12-17,"Hip Hop, R'n'B",Gare de Lion, Wil
Kummerbuben,2016-12-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Eisenwerk, Frauenfeld
"Albie Donnelly (voc), Thorsten Heitzmann (tb, voc) u.a.",2016-12-17,"Hip Hop, R'n'B",Mühle Hunziken, Rubigen
Ab 18 Jahren,2016-12-17,Pop,Casino Bad Ragaz, Bad Ragaz
"Manillio, J Who",2016-12-17,"Hip Hop, R'n'B",Royal, Baden
"Donadio Family Ensemble, Dalia Donadio (voc), Madlen Donadio (fl, voc, g), Moreno Donadio (g), Toni Donadio (g)",2016-12-17,Pop,Prima Vista, Baden
"Aliéksey Vianna Trio convida Bodo Maier, Bodo Maier (tp, flh), Aliéksey Vianna (acc), Stephan Kurmann (b), Mauro Martins (dr), auch um 21.45 Uhr",2016-12-17,"Jazz, Blues, Soul",The Bird's Eye Jazz Club, Basel
Hommage an Billie Holiday,2016-12-17,"Jazz, Blues, Soul",Mehrspur, Zürich
"Tüli (Plattentaufe), support: Pedro & T-Rex",2016-12-17,"Hip Hop, R'n'B",Albani Music Club, Winterthur
"The Swing Thing, Dela Hüttner (voc), Adrian Mira (cl), Philipp Eden (p), Samir Böhringer (dr)",2016-12-17,"Jazz, Blues, Soul",Rost und Gold, Zürich
The Escalator Haters (Plattentaufe),2016-12-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Mars Bar, Zürich
Vizediktator,2016-12-17,"Rock, Indie, Punk, Heavy Metal, Gothic",El Lokal, Zürich
Wilde,2016-12-17,Pop,Parterre One, Basel
"Neues Zürcher Orchester, Kirchenchöre Biglen und Langnau i. E., Leitung: Stephanie Reist, Martin Studer, Werke von Bach",2016-12-17,Classic,Ref. Kirche,
Peter Maffay feat. Gölä,2016-12-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Hallenstadion, Zürich
"Lucerne Concert Band, Lisa Stoll (Hr), Nicolas Senn (Hackbrett), Leitung: Gian Walker",2016-12-17,Classic,KKL, Luzern
Swiss Yerba Buena Jazz Band,2016-12-17,"Jazz, Blues, Soul",Waldheim, Risch
"The Atlas Frame, Sickret, Expellow, Taste My Sweet Revenge",2016-12-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Planet5 Events, Zürich
Live: Pyrit,2016-12-17,"Hip Hop, R'n'B",Helsinki, Zürich
"DJs Jamie Rodigan (GB), Lukie Wyniger",2016-12-17,"Hip Hop, R'n'B",Kaschemme, Basel
"DJs Audio Dope, Feola & Ka tschi, Johny Holiday, CNG, Ba Du",2016-12-17,"Hip Hop, R'n'B",Kaserne, Basel
"K Evans, Lorenzo",2016-12-17,"Hip Hop, R'n'B",Notlösung,
"DJs Alex Terry, Algeriii, Ceem, YouDubs",2016-12-17,"Hip Hop, R'n'B",Club Flamingo, Zürich
"DJs Big Boys, Zyzz, Flores, Soyez",2016-12-17,"Hip Hop, R'n'B",Q Zurich, Zürich
"DJs Nika, Ruben, ab 21 Jahren",2016-12-17,"Hip Hop, R'n'B",Jade Club, Zürich
"Rockaway DJs, ab 16 Jahren",2016-12-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturfabrik Kofmehl, Solothurn
Burning Cloud Sound,2016-12-16,"Hip Hop, R'n'B",All in - Musicbar, Bern
"Wucan, Hot Running Blood",2016-12-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Böröm pöm pöm, Oberentfelden
"Djamanawak, support: Im Schilf",2016-12-16,"Jazz, Blues, Soul",Royal, Baden
Los Dos,2016-12-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Café Kairo, Bern
"Delacave (F), Venrte de Biche (F), Zad Kokar (F), After-Show: DJ Triple Alliance",2016-12-16,Electronic,Le Bourg, Lausanne
Tobi Gmür,2016-12-16,Pop,Kleintheater Luzern, Luzern
"Inhumate (F), Cremation, Gangrenomity",2016-12-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Gaswerk, Winterthur
King Pepe & Le Rex,2016-12-16,Pop,Vorstadttheater Basel, Basel
"Raphael Walsers Gangart, Tobias Meier (as), Niculin Janett (ts), Marc Méan (p), Raphael Walser (b), Jonas Ruther (dr)",2016-12-16,"Jazz, Blues, Soul",BeJazz Club (Vidmarhallen), Liebefeld
"Jaël, support: Marey, Jaël (voc, g, xylo), Cédric Monnier (p, mbira), Domi Schreiber (voc, g), Maryam Hammad (voc, g), Aurèle Louis (cello, b), Akustiktour",2016-12-16,Pop,Moods, Zürich
"Heidi Happy, Heidi Happy (voc), Ephrem Lüchinger (p), Christmas Tour",2016-12-16,Pop,Zwischenbühne, Horw
"Concentus rivensis Orchester und Chor, Sarah Längle (S), Karl Jerolitsch (T), Samuel Zünd (Bar), Leitung: Enrico Lavarini, Werke von Enrico Lavarini",2016-12-16,Classic,Citykirche Offener St. Jakob, Zürich
"Divine, Kissin Black",2016-12-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Musikzentrum Sedel, Luzern
"Concentus rivensis Orchester und Chor, Sarah Längle (S), Karl Jerolitsch (T), Samuel Zünd (Bar), Leitung: Enrico Lavarini, Werke von Enrico Lavarini",2016-12-16,Classic,Citykirche Offener St. Jakob, Zürich
"Bubaran, Andreas Tschopp (tb), Mats Spillmann (tp), Bernhard Bamert (tb), Ronny Graupe (g), Lionel Friedli (dr)",2016-12-16,"Jazz, Blues, Soul",Alte Fabrik,
"Theaterchor St. Gallen, Kammerchor Feldkirch, Evelina Dobraeva (S), Theresa Holzhauser (A), Timothy Richards (T), Levente Páll (B), Leitung: Otto Tausk, Werke von Beethoven",2016-12-16,Classic,Tonhalle,
Frauenarzt (D),2016-12-16,"Hip Hop, R'n'B",Exil, Zürich
"Trauffer, support: Vincent Gross",2016-12-15,Pop,Mühle Hunziken, Rubigen
DJ Mingo,2016-12-15,"Ragga, Reggae, African Music, Dancehall",Schüür, Luzern
Tribu Project,2016-12-15,Pop,Bar Rossi, Zürich
"DJs A-Train, Gro",2016-12-15,"Hip Hop, R'n'B",Roadhouse, Luzern
Jonty Harrison,2016-12-15,Electronic,Gare du Nord, Basel
"Japan Suicide (I), Cocaine Piss, Kataxnia",2016-12-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Restaurant Hirscheneck, Basel
Devis World Of Sound,2016-12-15,Pop,Esse Musicbar, Winterthur
Etienne Merula & Etienne,2016-12-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Ono - Das Kulturlokal, Bern
DJ CNG & Stimulus,2016-12-15,"Hip Hop, R'n'B",Longstreet Bar, Zürich
The Peppermint Tea Group,2016-12-15,Pop,Europaallee, Zürich
Chorus Nota Bene Zürich,2016-12-15,Classic,Predigerkirche, Zürich
"21st Century Symphony Orchestra, Leitung: Ernst van Tiel",2016-12-15,Classic,KKL, Luzern
"Berner Symphonieorchester, Makoto Ozone (Kl), Leitung: Eiji Oue, Werke von Bernstein, Bernstein, Werkeinführung um 18.30 Uhr im Burgerratssaal",2016-12-15,Classic,Kultur-Casino, Bern
"Sinfonieorchester Basel, Knabenkantorei Basel, Leitung: Markus Teutschbein",2016-12-15,Classic,Martinskirche, Basel
Marco Mengoni,2016-12-14,Pop,Volkshaus, Zürich
Djamanawak,2016-12-14,"Jazz, Blues, Soul",Ono - Das Kulturlokal, Bern
"Crystal Castles (CAN), Guidance (USA)",2016-12-14,Electronic,Plaza Zürich, Zürich
The Jackson Singers,2016-12-14,Pop,KKThun, Thun
"Casal Quartett, Felix Froschhammer (V), Rachel Späth (V), Markus Fleck (Va), Andreas Fleck (Vc), Werke von Schubert",2016-12-14,Classic,Stadttheater Olten, Olten
"Musikkollegium Winterthur, Anu Komsi (S), Leitung: Heinz Holliger, Werke von Schubert, Ernst Krenek, Ravel u. a.",2016-12-14,Classic,Stadthaus, Winterthur
"Tonhalle-Orchester Zürich, Steven Isserlis (Vc), Leitung: Paavo Järvi, Werke von Sergei Prokofjew, Schumann, Einführung mit Lion Gallusser um 18.30 Uhr",2016-12-14,Classic,Tonhalle, Zürich
Klassen von Eveline Noth & Brigitte Gasser,2016-12-14,Classic,Konservatorium für Musik Bern, Bern
"Iced Earth (USA), Ensiferum (FIN), Kataklysm, Unearth (SWE)",2016-12-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Z7, Pratteln
"Alessio Pianelli (Vc), Werke von Bach, Popper, Ysaÿe",2016-12-14,Classic,Offene Kirche Elisabethen, Basel
"Christina Jaccard (voc), Daniel Pezzotti (cello), Andrea Wiesli (p)",2016-12-14,Pop,Zentralbibliothek (Predigerchor), Zürich
Karacan Kombo,2016-12-13,"Jazz, Blues, Soul",GZ Buchegg, Zürich
Nigel Kennedy (V),2016-12-13,Classic,Kultur-Casino, Bern
Awesome Arnold,2016-12-13,Pop,Esse Musicbar, Winterthur
Jaël,2016-12-13,Pop,Rosentalanlage, Basel
"Two and Yuna, Chantal Krebs (voc, p, g, dr, electr), Luzian Graber (voc, p, g, dr, electr)",2016-12-12,Pop,Mehrspur, Zürich
"Natalia Prishepenko & Annette Walther (V), Xandi van Dijk (Va), Thomas Schmitz (Vc), Werke von Haydn, L. van Dijk, Brahms",2016-12-12,Classic,Konservatorium für Musik Bern, Bern
"Uniorchester Bern, Jazzorchester Universität Bern, Werke von Rimskij-Korsakov, Borodin, Harris, Silver, ""Scheherajazz"" ist ein von Skip Martin arrangiertes Werk für Big Band und Symphonieorchester und basiert auf der symphonischen Dichtung Scheherazade von Nikolaj Rimskij-Korsakov aus dem Jahr 1888.",2016-12-12,Classic,Martinskirche, Basel
"XTR Human, Wavering Hands, DJ Pumuckel",2016-12-11,Electronic,Musikzentrum Sedel, Luzern
"Jaël Akustiktrio feat. Vokalensemble Suppléments Musicaux, Jaël (voc), Cédric Monnier (key, kalimba), Domi Schreiber (g, voc)",2016-12-11,Pop,La Cappella, Bern
Rob Lynch (GB),2016-12-11,Pop,Reitschule, Bern
"Lasse Siefert (T), Paulina Malanka (Kl), Yves Brühwiler (B), Sebastian Issler (Kl), Cassandre Stornetta (A), Akvile Sileikaite (Kl) u. a., Leitung: Brigitte Fassbaender (Mezzo-S)",2016-12-11,Classic,Zürcher Hochschule der Künste (ZHdK), Zürich
Full Steam Jazzband,2016-12-11,"Jazz, Blues, Soul",Alti Moschti, Mühlethurnen
"Guy Krneta & Hausquartet, Isa Wiss (voc), Christoph Baumann (p), Hämi Hämmerli (b), Tony Renold (dr), Literaturkonzert",2016-12-11,"Jazz, Blues, Soul",Theater Ticino, Wädenswil
"Vokalensemble Mariastein, Choralschola Mariastein, Christoph Kaufmann (Org), Leitung: Benedikt Rudolf von Rohr, Werke von Schubert, Bach, André, Benedikt Rudolf v. Rohr, Arvo Pärt, Pater Leo Stöcklin, Joseph Gabriel R",2016-12-11,Classic,Klosterkirche, Mariastein
Weinhnachtskonzert,2016-12-11,Classic,Kongresshaus/Palais des Congrès,
"Jugend Sinfonieorchester Zürich, Leitung: David Bruchez-Lalli",2016-12-11,Classic,Tonhalle, Zürich
DJ Hasu,2016-12-11,"Rock, Indie, Punk, Heavy Metal, Gothic",Albani Music Club, Winterthur
"DJ Kenjiro & Grimm, ab 21 Jahren",2016-12-11,"Hip Hop, R'n'B",Du Théâtre, Bern
"DJs K-Rim, Tenzking, Mwp, ab 22 Jahren, hosted by MC D Law",2016-12-11,"Hip Hop, R'n'B",Mascotte, Zürich
Ali Baba Sound feat. Junior Indian & Realert,2016-12-11,"Hip Hop, R'n'B",Moods, Zürich
"DJs Pfund, Sweap, Gro, Certified",2016-12-11,"Hip Hop, R'n'B",Kanzlei, Zürich
"DJs Lee van Dowski, Pasci, Igor, Captain Teis",2016-12-11,"Hip Hop, R'n'B",Kiste, Baden
DJ Mykel Rozenberg,2016-12-11,"Hip Hop, R'n'B",Boiler Club, Aarau
DJ Lucky G.,2016-12-11,"Rock, Indie, Punk, Heavy Metal, Gothic",Bleu Lezard, Lausanne
"DJs Tomstone, Skilly, Philly",2016-12-10,"Hip Hop, R'n'B",Bar Rouge, Basel
"DJs Cochano, Benny B, Boombaztic, Don Juan",2016-12-10,"Hip Hop, R'n'B",Vior Club, Zürich
"Larissa Bretscher (v), Nicolas Stocker (dr, electr), Christian Wyss (key, g), Jeremias Keller (b)",2016-12-10,Pop,Mehrspur, Zürich
"DJs Two-M, U.R.S, Sebastian",2016-12-10,"Hip Hop, R'n'B",Soho, Wiedlisbach
"Effie's Beast, Das Pferd, Matija",2016-12-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Werkk, Baden
"DJs Melt, Raimondo P.,  Tomi",2016-12-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Provitreff, Zürich
The Game (USA),2016-12-10,"Hip Hop, R'n'B",Fri-Son,
Drïzella,2016-12-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Restaurant Gyri, Burgdorf
"Dieter Gröflin (voc), Peter Wicki  (g, voc), Sebastian Saraceno (dr), Toni Saraceno (b)",2016-12-10,"Jazz, Blues, Soul",Steakhouse Rössli, Brislach
"Orchestre Musique des Lumières, Andrea Suter (S), Alessandra Boer (S), Anna Wall (Mezzo-S), Leitung: Facundo Agudin, Werke von Vivaldi, Händel, Palestrina",2016-12-10,Classic,Ancienne église, Le Noirmont
"Dritte Wahl (D), Normahl (D), Feinwaschmittel",2016-12-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Reitschule Dachstock, Bern
B&W Chocolate Howlers,2016-12-10,"Jazz, Blues, Soul",B & B Bar, Effretikon
"DJs Urban Hands, Big Boys, Livin",2016-12-10,"Hip Hop, R'n'B",Exil, Zürich
"DJs Alex Dallas, John Doe",2016-12-10,"Hip Hop, R'n'B",Gonzo, Zürich
"DJ Laslow, ab 18 Jahren",2016-12-10,"Hip Hop, R'n'B",Fabric, Zug
Hosted by DJ LXL,2016-12-09,"Hip Hop, R'n'B",La Catrina, Zürich
DJ Manuel,2016-12-09,"Ragga, Reggae, African Music, Dancehall",Toro Bar, Zürich
"DJ ZsuZsu, ab 18 Jahren",2016-12-09,Pop,Bierhübeli, Bern
"Rae Spoon, DJ Scarlett",2016-12-09,Pop,Reitschule, Bern
"DJ Jazzylized, live: MC Bomber, Worst Family",2016-12-09,"Hip Hop, R'n'B",Sommercasino, Basel
Faber,2016-12-09,Pop,Galicia Musik Bar, Olten
"Am Kap & Donnie Darksome, Heiko",2016-12-09,Pop,Dampfzentrale, Bern
"Mavo, SummerMay, Manolo Panic",2016-12-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturkeller Höngg, Zürich
"Live: Winston Francis (JAM), Rude Rich & The High Notes (NL), After-Party: Ba Ba Boom Alstar DJs",2016-12-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Tap Tab Musikraum, Schaffhausen
Nick Africano & David Hope,2016-12-09,Pop,Fabriggli, Buchs
"Niculin Janett Quartet feat. Rich Perry, Niculin Janett (as), Rich Perry (ts), Lisa Hoppe (b), Claudio Strüby (dr)",2016-12-09,"Jazz, Blues, Soul",Mehrspur, Zürich
"I Cut Out Your Name, Kill The Unicorn, Deconvolution, Heritage Of Unres, ab 16 Jahren",2016-12-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturfabrik Kofmehl, Solothurn
"Projektchor Kleinbasel, Projekt-Gambenconsort, Leitung: Thilo Hirsch, Werke von Scheidt, Bruckner, Elgar, Adventskonzert mit Vokalensemble und Gambenconsort zugunsten des UNHCR-Flüchtlingshilfswerks",2016-12-09,Classic,Kartäuserkirche des Waisenhauses, Basel
"Ai Watanabe (S), Hannah Mehler (S), Luca Valentin Bernard (T) u. a., Leitung: Dorothea Schwarz, Regie: Ulla-Maria Schlegelberger, Werke von Händel, Benefizkonzert für das Junge Musiktheater Zürich, anschl. Apéro",2016-12-09,Classic,St. Anna-Kapelle, Zürich
Ermitage (RUS),2016-12-09,Classic,Pädagogisches Zentrum für Hören und Sprache, Münchenbuchsee
"Lucerne Brass Ensemble, Wolfgang Sieber (Org), Werke von Bach, Praetorius, Vivaldi u. a.",2016-12-09,Classic,Hofkirche, Luzern
"Piano Süd Trio, Antonello Messina (key), Luca Lo Bianco (b), Silvano Borzacchiello (dr)",2016-12-09,"Jazz, Blues, Soul",Ono - Das Kulturlokal, Bern
"Collegium Novum Zürich, Peter Schweiger, Brice Pauset, Werke von Thomas Kessler, Brice Pauset, Steffen Schleiermacher, Sascha Janko Dragievi",2016-12-09,Classic,Kulturhaus Helferei, Zürich
"Werke von Gluck, Mozart, Nicolai, Weber, Puccini, in Zusammenarbeit mit der Dirigierklasse Johannes Schlaefli",2016-12-09,Classic,Zürcher Hochschule der Künste (ZHdK), Zürich
"Deborah Rosenkranz (voc), Michael Schlierf (p)",2016-12-09,Pop,Placid Hotel, Zürich
"Vale Tudo, The Giving, Überyou, 10 Years Anniversary Bash",2016-12-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Dynamo, Zürich
"I baroccoli, Kateryna Timokhina-Haupt (V), Stefanie Schlagenhauf (Fl), Pascal Suter (Fl), Helga Váradi (Cemb), Leitung: Massimiliano Matesic, Werke von Brescianello, Albinoni, Bach u. a.",2016-12-09,Classic,Wasserkirche, Zürich
Tribu Project,2016-12-08,Pop,Bar Rossi, Zürich
"DJs Laslow, Def Cue",2016-12-08,"Hip Hop, R'n'B",Roadhouse, Luzern
Soul Madison,2016-12-08,"Rock, Indie, Punk, Heavy Metal, Gothic",Bleu Lezard, Lausanne
Lubomyr Melnyk (UKR),2016-12-08,Pop,Palace, Sankt Gallen
DJ Philippe Fierce,2016-12-08,"Rock, Indie, Punk, Heavy Metal, Gothic",Lady Hamilton's, Zürich
Luzerner Musikstudenten,2016-12-08,"Jazz, Blues, Soul",Gewerbehalle, Luzern
José Scarabello,2016-12-08,Pop,Eisenwerk, Frauenfeld
"Erich Fischer Quartett, Vasko Atanasovski (ss, as, fl), Erich Fischer (vib, perc), Silvan Jeger (b), Benno Kaiser (dr)",2016-12-08,"Jazz, Blues, Soul",Esse Musicbar, Winterthur
"Hier spricht Paul, Levin",2016-12-08,Pop,Dampfschiff Kulturclub, Brugg
"Galakonzert  zu Ehren der Balletttänzerin Maya Plisetskaya, Spielleiter: Andris Liepa",2016-12-08,Classic,Kongresshaus, Zürich
"Leitung: David Moses & Michael Kobelt, Weihnachtsgeschichte von Christoph Kobelt",2016-12-08,Classic,Kirche Fraumünster, Zürich
"Open Season, ab 16 Jahren",2016-12-08,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturfabrik Kofmehl, Solothurn
"Laurence Jones (GB), Birth of Joy (NL), Sons of Morpheus",2016-12-08,"Jazz, Blues, Soul",Z7, Pratteln
"Carillon Quartett, Andreas Janke (V), Elisabeth Bundies (V), Katja Fuchs (Va), Christian Proske (Vc), Werke von Bach, Sofia Gubaidulina, Arvo Pärt, Dmitri Schostakowitsch",2016-12-08,Classic,Tonhalle, Zürich
Andy Egert Blues Band,2016-12-07,"Jazz, Blues, Soul",Tschuppi's Wonderbar, Luzern
DJ César Swing,2016-12-07,Electronic,Gewerbehalle, Luzern
"Mike Wexler (USA), Borja Flames (E/F)",2016-12-07,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Bourg, Lausanne
"Julian Primeaux, DJ Mambo",2016-12-07,"Rock, Indie, Punk, Heavy Metal, Gothic",The Bruch Brothers, Luzern
"Ensemble Proton Bern, Leitung: Matthias Kuhn, Werke von Ezko Kikoutchi, Annette Schmucki, Walter Feldmann",2016-12-07,Classic,Gare du Nord, Basel
Eldorado Orchestra,2016-12-07,Pop,Alte Kaserne, Winterthur
DJ Def Domingo,2016-12-07,"Rock, Indie, Punk, Heavy Metal, Gothic",Kraftfeld, Winterthur
"Joko Likes It Hard, Hanna Marchand  (sax), Mischa Maurer (key), Florian Hösl (dr)",2016-12-07,"Hip Hop, R'n'B",Bar 59, Luzern
Roli Frei & The Soulful Desert,2016-12-07,Pop,Parterre One, Basel
"Kantorei Erlenbach und Projektchor Zollikon, Orchester ""Die Animusiker"", Gabriela Glaus (S), Sofia Pollak (A), Boguslaw Bidzinski (T), Soon-Kee Woo (B), Leitung: Beat Dähler, Werke von Jakub Jan Ryba",2016-12-07,Classic,Citykirche Offener St. Jakob, Zürich
Granadas & Friends,2016-12-07,Pop,Bierhalle Wolf, Zürich
"DJs Daniel, Engelz",2016-12-07,"Ragga, Reggae, African Music, Dancehall",Mascotte, Zürich
"Amina Figarova Sextet, Amina Figarova (p), Bart Platteau (fl), Alex P. Norris (tp), Wayne Escoffery (ts), Luques Curtis (b), Jason Brown (dr)",2016-12-06,"Jazz, Blues, Soul",Widder Bar, Zug
"Extrachor des Theater Basel, Vocal Quartett Forellen, Leonid Maximov (Kl), Aldo Manetsch (T), Henryk Polus (T), Leitung: Henryk Polus",2016-12-06,Classic,Häbse-Theater Basel, Basel
DJ Aystep,2016-12-06,"Hip Hop, R'n'B",Club Flamingo, Zürich
Clutch (USA),2016-12-06,"Jazz, Blues, Soul",Z7, Pratteln
"Dave Ruosch Trio, Dave Ruosch (p), Luca Leombruni (b), Steve Grant (dr)",2016-12-06,"Jazz, Blues, Soul",Lebewohlfabrik, Zürich
"Nick Africano (USA), David Hope (IRL)",2016-12-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Gewerbehalle, Luzern
"Always Know Monk, Uzu, Shems Bendali (tp), Zacharie Canut (sax), Yves Marcotte (b), Nathan Vandenbulcke (dr) u.a.",2016-12-05,"Jazz, Blues, Soul",Jazzkantine, Luzern
"Roberto Fonseca, Roberto Fonseca (p, key, voc), Abrahan Aristilde (voc), Javier Zalba (sax, fl, cl), Jimmy Jenks (sax), Matthew Simon (tp) u. a., ZKB Special",2016-12-05,"Jazz, Blues, Soul",Moods, Zürich
Oldseed (CAN),2016-12-05,Pop,Portier, Winterthur
Myles Sanko (GB),2016-12-05,"Hip Hop, R'n'B",Neo, Zürich
"The Crooked Brothers, Douglas Firs",2016-12-05,"Rock, Indie, Punk, Heavy Metal, Gothic",El Lokal, Zürich
The David Regan Orchestra,2016-12-05,"Jazz, Blues, Soul",Hotel Schützen, Rheinfelden
"Beck-Landolf-Rossy, Michael Beck (p), Domenic Landolf (sax, cl), Jorge Rossy (vib)",2016-12-05,"Jazz, Blues, Soul",Restaurant Isebähnli, Baden
Josh,2016-12-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Rössli Beiz, Stäfa
"Sous les étoiles, Dartin Dahanukar (tb), Dimitri, Howald (g), Philipp Moll (b)",2016-12-05,"Jazz, Blues, Soul",Bar Wohnzimmer Les Amis, Bern
