club_adress,club_name,date,artiste
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Jan 2016",Jimi Jules
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Jan 2016",Fat Sushi
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Jan 2016",Definition
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Jan 2016",Soame
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Jan 2016",Jonas Rathsman
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Jan 2016",Jimi Jules
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Jan 2016",Fat Sushi
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Jan 2016",Soame
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 7 Jan 2016",Manuelle Musik
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Wed, 6 Jan 2016",Sabb
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Wed, 6 Jan 2016",Dario D'Attis
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Wed, 6 Jan 2016",Soame
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Wed, 6 Jan 2016",Jem Haynes
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 Jan 2017",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 Jan 2017",Kellerkind
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 Jan 2017",Jimi Jules
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 Jan 2017",Manuel Moreno
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 Jan 2017",Dario D'Attis
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 Jan 2017",Reto Ardour
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 Jan 2017",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 Jan 2017",Manon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 22 Jan 2017",Pauli Pocket
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 22 Jan 2017",Juli Lee
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 21 Jan 2017",Cari Lekebusch
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 21 Jan 2017",Darrien
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 21 Jan 2017",De La Maso
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 21 Jan 2017",Andreas Ramos
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 21 Jan 2017",Rumlaut
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 20 Jan 2017",Pele & Shawnecy
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 20 Jan 2017",Gleichschritt
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 Jan 2017",Lazare Hoche
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 Jan 2017",Route 8
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 Jan 2017",The Ghost
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 Jan 2017",Stefano Ritteri
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 Jan 2017",Abdel Hady
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 Jan 2017",Edward Ean
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 Jan 2017",Kalabrese
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 Jan 2017",Manuel Fischer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 Jan 2017",Nici Faerber
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 Jan 2017",Rearte
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 Jan 2017",Samsara
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 Jan 2017",Steffen Sonnenschein
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 13 Jan 2017",Schlepp Geist
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 13 Jan 2017",Midas 104
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 13 Jan 2017",Microtrauma
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 13 Jan 2017",San Marco
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 13 Jan 2017",Vanita
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 13 Jan 2017",Patrischa
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 7 Jan 2017",Ost & Kjex
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 7 Jan 2017",Juli N. More
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 7 Jan 2017",Nader
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 7 Jan 2017",Dread J
"Uferstrasse 40, 4057 Basel", Holzpark Klybeck,"Sat, 6 Feb 2016",Sascha Stohler
"Uferstrasse 40, 4057 Basel", Holzpark Klybeck,"Sat, 6 Feb 2016",Nico Wilde
"Uferstrasse 40, 4057 Basel", Holzpark Klybeck,"Fri, 29 Jan 2016",Edelstahl
"Uferstrasse 40, 4057 Basel", Holzpark Klybeck,"Fri, 29 Jan 2016",The Alchemist
"Uferstrasse 40, 4057 Basel", Holzpark Klybeck,"Fri, 29 Jan 2016",Kevin Shala
"Uferstrasse 40, 4057 Basel", Holzpark Klybeck,"Fri, 29 Jan 2016",Simon Lemont
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 18 Jun 2016",Jamie Jones
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 18 Jun 2016",Andhim
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 18 Jun 2016",Dirty Doering
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 18 Jun 2016",Animal Trainer
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 18 Jun 2016",Dario D'Attis
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 18 Jun 2016",Kellerkind
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 18 Jun 2016",Ezikiel
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 18 Jun 2016",Sabb
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 18 Jun 2016",Reto Ardour
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 18 Jun 2016",Manuel Moreno
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 18 Jun 2016",Fat Sushi
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 18 Jun 2016",Vanita
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 18 Jun 2016",Dejan
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 18 Jun 2016",Soame
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 18 Jun 2016",Raphaello
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 27 Jun 2015",Seth Troxler
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 27 Jun 2015",Adriatique
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 27 Jun 2015",Butch
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 27 Jun 2015",Davide Squillace
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 27 Jun 2015",Bas Ibellini
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 27 Jun 2015",Kellerkind
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 27 Jun 2015",Nici Faerber
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 27 Jun 2015",Juen & Bach
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 27 Jun 2015",Darrien
"Horn, 8714 Richterswil", Horn Richterswil,"Sat, 27 Jun 2015",Pazkal
"Rue du Pas-de-l'Ours, 3963 Chermignon", Hotel de L'etrier,"Thu, 18 Feb 2016",Enzo Pianzola
"Quai Turrettini 1, 1201 Genève", Hotel Mandarin Oriental,"Sat, 22 Mar 2014",Yvan Genkins
"Quai Turrettini 1, 1201 Genève", Hotel Mandarin Oriental,"Sat, 22 Mar 2014",David Armada
"Quai Turrettini 1, 1201 Genève", Hotel Mandarin Oriental,"Sat, 22 Mar 2014",Clem
"Rue Adhémar-Fabri 8-10, 1201 Genève", Hotel Richemond,"Fri, 4 Oct 2013",M.A.N.D.Y.
"Rue Adhémar-Fabri 8-10, 1201 Genève", Hotel Richemond,"Fri, 4 Oct 2013",SIOPIS
"Rue Adhémar-Fabri 8-10, 1201 Genève", Hotel Richemond,"Fri, 4 Oct 2013",David Armada
"Badenerstrasse 138, 8004 Zürich", Huusmaa,"Fri, 16 Dec 2011",Beda
"Badenerstrasse 138, 8004 Zürich", Huusmaa,"Fri, 16 Dec 2011",Wicked Wilma
"Badenerstrasse 138, 8004 Zürich", Huusmaa,"Fri, 23 Sep 2011",Beda
"Rue Centrale 54, 2502, Biel", Hype Club,"Sat, 27 Mar 2010",Marco Capone
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 3 Mar 2017",Black Sun Empire
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 3 Mar 2017",Prolix
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 21 Jan 2017",Enzo Siragusa
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 21 Jan 2017",D'Julz
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 21 Jan 2017",Honoree
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 21 Jan 2017",Pablo Einzig
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 21 Jan 2017",And.re
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 17 Dec 2016",Claptone
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 17 Dec 2016",Sabb
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 17 Dec 2016",Tristan Bohn
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 19 Nov 2016",Recondite
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 19 Nov 2016",Marc Houle
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 19 Nov 2016",RNDM
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 19 Nov 2016",Meikel
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 22 Oct 2016",Klangkarussell
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 15 Oct 2016",Tube & Berger
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 15 Oct 2016",Fat Sushi
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 15 Oct 2016",Tristan Bohn
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 19 Aug 2016",Bakermat
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 19 Aug 2016",Dave Neff
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 10 Jun 2016",Ben Klock
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 10 Jun 2016",Darrien
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 10 Jun 2016",Wandler
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Thu, 5 May 2016",De Hofnar
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Thu, 5 May 2016",Superlover
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 30 Apr 2016",Carl Craig
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 30 Apr 2016",Khainz
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 30 Apr 2016",Tristan Bohn
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 27 Nov 2015",Kölsch
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 6 Nov 2015",De Hofnar
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 6 Nov 2015",Pretty Pink
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 6 Nov 2015",Verano
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 6 Nov 2015",Larrykoek
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 24 Oct 2015",Gaiser
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 24 Oct 2015",Barem
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 24 Oct 2015",Nastia
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 24 Oct 2015",Ezikiel
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 24 Oct 2015",Pazkal
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Wed, 13 May 2015",MC GQ
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 10 Apr 2015",Sam Feldt
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 6 Mar 2015",Black Sun Empire
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 6 Mar 2015",The Upbeats
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 14 Feb 2015",Bassbüro
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 14 Feb 2015",Whim
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 14 Feb 2015",Lara Valentina
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 30 Jan 2015",Worakls
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 9 Jan 2015",Klute
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 9 Jan 2015",Optiv
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 26 Dec 2014",Umami
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 26 Dec 2014",Stereo Express
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 26 Dec 2014",Markus Kenel
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 28 Nov 2014",AKA AKA
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 28 Nov 2014",Thalstroem
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 22 Nov 2014",Lara Valentina
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 22 Nov 2014",Zweitraum
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 31 Oct 2014",Teenage Mutants
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 31 Oct 2014",Kellerkind
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 19 Sep 2014",NTFO
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 19 Sep 2014",Rearte
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 19 Sep 2014",Abdel Hady
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 29 Aug 2014",Daniel Steinberg
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 29 Aug 2014",Animal Swing Kids
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 29 Aug 2014",Wandervogel
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 29 Aug 2014",Lara Valentina
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 29 Aug 2014",The Local Yocals
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 29 Aug 2014",Tristan Bohn
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 15 Nov 2013",Miss Kittin
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 15 Nov 2013",Helder
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Fri, 15 Nov 2013",Nenad J.
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 28 Apr 2012",Gaiser
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 28 Apr 2012",Troy Pierce
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 28 Apr 2012",Seuil
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 28 Apr 2012",Hold Youth
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 28 Apr 2012",ONNO
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 28 Apr 2012",Ezikiel
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 28 Apr 2012",Wandler
"Hardstrasse 219, 8005 Zürich", Härterei Club,"Sat, 28 Apr 2012",Nader
"Augustinerhof, 8001 Zürich", Icon Club,"Sat, 9 May 2015",Mucho Stylez
"Basler Str. 45, 79576 Weil am Rhein", imPULSIV Freizeitcenter Weil,"Sat, 1 Sep 2012",Johannes Heil
"Basler Str. 45, 79576 Weil am Rhein", imPULSIV Freizeitcenter Weil,"Sat, 1 Sep 2012",Mathias Schaffhäuser
"Basler Str. 45, 79576 Weil am Rhein", imPULSIV Freizeitcenter Weil,"Sat, 1 Sep 2012",Velocidad
"Basler Str. 45, 79576 Weil am Rhein", imPULSIV Freizeitcenter Weil,"Sat, 1 Sep 2012",TiefenRausch
"Basler Str. 45, 79576 Weil am Rhein", imPULSIV Freizeitcenter Weil,"Sat, 1 Sep 2012",Safari & Zielony
"Bönigstrasse 17, 3800 Matten bei Interlaken", Interlaken Airport,"Fri, 29 Oct 2010",Manon
"Neubrueckstrasse 10, 3012 Bern", Isc Bern,"Thu, 17 Nov 2016",Dave Eleanor
"Neubrueckstrasse 10, 3012 Bern", Isc Bern,"Sat, 29 Mar 2014",Jessica Diaz
"Neubrueckstrasse 10, 3012 Bern", Isc Bern,"Sat, 29 Mar 2014",Nicola Koch
"Neubrueckstrasse 10, 3012 Bern", Isc Bern,"Fri, 5 Apr 2013",Seb Zito
"Neubrueckstrasse 10, 3012 Bern", Isc Bern,"Fri, 5 Apr 2013",Nicola Koch
"Neubrueckstrasse 10, 3012 Bern", Isc Bern,"Fri, 17 Feb 2012",Sassy J
"Neubrueckstrasse 10, 3012 Bern", Isc Bern,"Fri, 17 Feb 2012",Kev the Head
"Neubrueckstrasse 10, 3012 Bern", Isc Bern,"Fri, 17 Feb 2012",Al Tourettes
"Neubrueckstrasse 10, 3012 Bern", Isc Bern,"Fri, 2 Dec 2011",Sassy J
"Neubrueckstrasse 10, 3012 Bern", Isc Bern,"Fri, 2 Dec 2011",Kev the Head
"Neubrueckstrasse 10, 3012 Bern", Isc Bern,"Fri, 30 Sep 2011",Ben UFO
"Neubrueckstrasse 10, 3012 Bern", Isc Bern,"Fri, 30 Sep 2011",Sassy J
"Neubrueckstrasse 10, 3012 Bern", Isc Bern,"Fri, 30 Sep 2011",Kev the Head
Schweizerhofpassage Bern, Jack Klub,"Sat, 30 May 2015",Mirko Loko
Schweizerhofpassage Bern, Jack Klub,"Sat, 30 May 2015",Lowrel & Hardy
Schweizerhofpassage Bern, Jack Klub,"Sat, 30 May 2015",Paulo César
Schweizerhofpassage Bern, Jack Klub,"Sat, 30 May 2015",Stilbruch
Schweizerhofpassage Bern, Jack Klub,"Sat, 30 May 2015",Accama
Schweizerhofpassage Bern, Jack Klub,"Fri, 27 Feb 2015",Andy Struzek
Schweizerhofpassage Bern, Jack Klub,"Fri, 27 Feb 2015",Corpataux
Schweizerhofpassage Bern, Jack Klub,"Sat, 7 Feb 2015",Michael Deep
Schweizerhofpassage Bern, Jack Klub,"Sat, 7 Feb 2015",Alex Mendes
Schweizerhofpassage Bern, Jack Klub,"Sat, 7 Feb 2015",Bojan Milenkovic
Schweizerhofpassage Bern, Jack Klub,"Fri, 14 Nov 2014",Corpataux
Schweizerhofpassage Bern, Jack Klub,"Sat, 19 Apr 2014",Dyed Soundorom
Schweizerhofpassage Bern, Jack Klub,"Sat, 19 Apr 2014",Garibovic
Schweizerhofpassage Bern, Jack Klub,"Sat, 19 Apr 2014",Paulo César
Schweizerhofpassage Bern, Jack Klub,"Thu, 6 Mar 2014",Jan Penarrubia
Schweizerhofpassage Bern, Jack Klub,"Thu, 6 Mar 2014",Andy Struzek
Schweizerhofpassage Bern, Jack Klub,"Thu, 6 Mar 2014",James Mc Hale
Schweizerhofpassage Bern, Jack Klub,"Thu, 6 Mar 2014",Sable Sheep
Schweizerhofpassage Bern, Jack Klub,"Thu, 6 Mar 2014",Garibovic
Schweizerhofpassage Bern, Jack Klub,"Thu, 6 Mar 2014",Corpataux
Schweizerhofpassage Bern, Jack Klub,"Thu, 6 Mar 2014",Luca de Grandis
Schweizerhofpassage Bern, Jack Klub,"Thu, 6 Mar 2014",Der Schuft
Schweizerhofpassage Bern, Jack Klub,"Thu, 6 Mar 2014",Gunnar Stiller
Schweizerhofpassage Bern, Jack Klub,"Sat, 25 Jan 2014",Mariano Mateljan
Schweizerhofpassage Bern, Jack Klub,"Sat, 25 Jan 2014",Paulo César
Schweizerhofpassage Bern, Jack Klub,"Sat, 14 Dec 2013",Kabale und Liebe
Schweizerhofpassage Bern, Jack Klub,"Sat, 14 Dec 2013",David Gtronic
Schweizerhofpassage Bern, Jack Klub,"Sat, 21 Sep 2013",Hector
Schweizerhofpassage Bern, Jack Klub,"Sat, 21 Sep 2013",Manon
Schweizerhofpassage Bern, Jack Klub,"Sat, 21 Sep 2013",James Mc Hale
Schweizerhofpassage Bern, Jack Klub,"Sat, 21 Sep 2013",Luca de Grandis
"Pelikanpl., 8001 Zürich", Jade,"Sat, 15 Dec 2012",Sarah Main
"Pelikanpl., 8001 Zürich", Jade,"Sat, 21 May 2011",Ralph Good
"Pelikanpl., 8001 Zürich", Jade,"Sat, 21 May 2011",Mio Martini
"Pelikanpl., 8001 Zürich", Jade,"Mon, 17 Jan 2011",Ralph Good
"Quai du Général-Guisan, 1204 Genève", Jardin Anglais,"Sat, 28 May 2016",D'Jamency
"Quai du Général-Guisan, 1204 Genève", Jardin Anglais,"Sat, 28 May 2016",Jeff Swing
"Quai du Général-Guisan, 1204 Genève", Jardin Anglais,"Thu, 30 Aug 2012",Jeff Swing
"Quai du Général-Guisan, 1204 Genève", Jardin Anglais,"Thu, 30 Aug 2012",Francois Antico
"Grand Hotel Kempinski, Quai du Mont-Blanc 19, 1201 Genève", Java Club,"Thu, 27 Feb 2014",Kolombo
"Grand Hotel Kempinski, Quai du Mont-Blanc 19, 1201 Genève", Java Club,"Thu, 30 Jan 2014",Claptone
"Grand Hotel Kempinski, Quai du Mont-Blanc 19, 1201 Genève", Java Club,"Thu, 10 Oct 2013",Amine Edge & DANCE
"Chemin des Batailles, 1214 VERNIER (GENEVE), Suisse", Jetlag Geneva Club,"Fri, 17 Jan 2014",Karan Shah
"Chemin des Batailles, 1214 VERNIER (GENEVE), Suisse", Jetlag Geneva Club,"Fri, 17 Jan 2014",Alek X
"Chemin des Batailles, 1214 VERNIER (GENEVE), Suisse", Jetlag Geneva Club,"Sat, 27 Jul 2013",Ken Wan
"Chemin des Batailles, 1214 VERNIER (GENEVE), Suisse", Jetlag Geneva Club,"Sat, 11 Feb 2012",JP Chronic
"Chemin des Batailles, 1214 VERNIER (GENEVE), Suisse", Jetlag Geneva Club,"Sat, 11 Feb 2012",Jeem Collins
"Chemin des Batailles, 1214 VERNIER (GENEVE), Suisse", Jetlag Geneva Club,"Fri, 30 Dec 2011",Jeem Collins
"Chemin des Batailles, 1214 VERNIER (GENEVE), Suisse", Jetlag Geneva Club,"Fri, 18 Nov 2011",Jeem Collins
"Chemin des Batailles, 1214 VERNIER (GENEVE), Suisse", Jetlag Geneva Club,"Fri, 18 Nov 2011",Stephane Lando
"Chemin des Batailles, 1214 VERNIER (GENEVE), Suisse", Jetlag Geneva Club,"Sat, 1 Oct 2011",Pleasurekraft
"Chemin des Batailles, 1214 VERNIER (GENEVE), Suisse", Jetlag Geneva Club,"Sat, 1 Oct 2011",Jeem Collins
"Chemin des Batailles, 1214 VERNIER (GENEVE), Suisse", Jetlag Geneva Club,"Sat, 3 Sep 2011",Lilith
"Chemin des Batailles, 1214 VERNIER (GENEVE), Suisse", Jetlag Geneva Club,"Sat, 3 Sep 2011",Jeem Collins
"Chemin des Batailles, 1214 VERNIER (GENEVE), Suisse", Jetlag Geneva Club,"Sat, 6 Aug 2011",Hermanez
"Chemin des Batailles, 1214 VERNIER (GENEVE), Suisse", Jetlag Geneva Club,"Sat, 6 Aug 2011",Jeem Collins
"Birkenstrasse 51, 6343 Risch-Rotkreuz", Jetlag24,"Fri, 8 Apr 2011",Sergio Jimenez
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Sat, 28 Dec 2013",Max Manie
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Sat, 28 Dec 2013",Scheinizzl
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Sat, 14 Dec 2013",Madmotormiquel
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Sat, 14 Dec 2013",Thom Nagy
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Sat, 14 Dec 2013",Sascha Stohler
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Fri, 13 Dec 2013",Malicious Joy
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Sat, 21 Sep 2013",Björn Störig
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Sat, 7 Sep 2013",Robin Schulz
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Sat, 7 Sep 2013",Sascha Stohler
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Fri, 16 Aug 2013",C-Rock
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Sat, 8 Jun 2013",Jens Bond
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Sat, 8 Jun 2013",Mehmet Aslan
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Fri, 17 May 2013",Markus Homm
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Fri, 17 May 2013",Jamie Shar
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Fri, 10 May 2013",Fabian Reichelt
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Fri, 10 May 2013",Raycoux Jr
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Fri, 10 May 2013",Garçon
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Tue, 30 Apr 2013",Tapesh
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Fri, 19 Apr 2013",Cosmic Cowboys
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Fri, 19 Apr 2013",Yare
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Fri, 15 Mar 2013",Jamie Shar
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Fri, 1 Mar 2013",Gorge
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Fri, 1 Mar 2013",DJ Le Roi
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Wed, 31 Dec 2014",Yann Kulovsky
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Sat, 27 Dec 2014",Kotelett&Zadak;
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Sat, 27 Dec 2014",Sascha Stohler
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Fri, 12 Dec 2014",Canson
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Sat, 6 Dec 2014",Solee
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Fri, 28 Nov 2014",Steve Hope
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Fri, 28 Nov 2014",Yann Kulovsky
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Sat, 22 Nov 2014",Jan Oberlaender
"Erlenstrasse 59; 4057, Basel", Jägerhalle,"Sat, 22 Nov 2014",Pawlikowski
